setup,class,ticker,signal_date,signal_idx,entry_idx,is_example,entry_close,adr,stop,outcome,reason,bars,move_adr
bf,breakout,CVI,2021-03-03,293,294,0,15.012,0.8868970914865331,14.306442299622327,WIN,exit_fired,8.0,0.30544693696755987
bf,breakout,XHR,2021-03-04,294,295,0,16.3646,0.9360588541755489,15.935105945366898,BE,ratchet_hit,14.0,0.0
bf,breakout,RHP,2021-03-08,296,297,0,69.7458,3.5726751500524547,67.77640564734895,WIN,exit_fired,5.0,0.688447702826797
bf,breakout,SABR,2021-03-09,297,298,0,8.0658,0.5945837717427515,7.9770500970873774,LOSS,stop_hit,8.0,-0.14926391726516863
bf,breakout,SABR,2021-03-12,300,301,0,8.7445,0.5242918375510315,8.488690746268658,LOSS,stop_hit,1.0,-0.48791385905649126
bf,breakout,SKYW,2021-03-09,297,298,0,57.47,3.113042857142859,57.41,LOSS,stop_hit,1.0,-0.01927374686228062
bf,breakout,SKYW,2021-03-11,299,300,0,60.0,3.071907142857144,57.56,LOSS,stop_hit,2.0,-0.7942948424315271
bf,breakout,UAA,2021-03-08,296,297,0,22.41,0.8932428571428576,22.4,LOSS,stop_hit,1.0,-0.011195163689287973
bf,breakout,NMRK,2021-03-10,298,299,0,10.2427,0.5275088678591261,9.833372769516728,LOSS,stop_hit,8.0,-0.7759627475922999
bf,breakout,RCL,2021-03-12,300,301,0,92.4248,5.291194825250604,89.93211634056055,LOSS,stop_hit,1.0,-0.47110033589084305
bf,breakout,FTAI,2021-03-12,300,301,0,21.859800338745117,0.8434939980506897,21.39792251586914,LOSS,stop_hit,1.0,-0.5475768931887764
bf,breakout,FTAI,2024-07-18,1142,1143,0,100.4103012084961,4.306953430175781,100.21353149414062,LOSS,stop_hit,1.0,-0.045686520076312485
bf,breakout,MX,2021-03-17,303,304,0,21.75,1.5157785714285719,21.4,LOSS,stop_hit,1.0,-0.23090443854879003
bf,breakout,CENTA,2021-03-22,306,307,0,37.296,1.2677542857142865,37.160000000000004,WIN,earnings_flat_favorable,29.0,2.8522877348922933
bf,breakout,OLN,2021-03-30,312,313,0,34.3089,1.9433399886384997,33.29689136160127,WIN,earnings_flat_favorable,17.0,1.678501970355315
bf,breakout,OLN,2021-04-07,317,318,0,35.0588,1.6884015951476627,34.45340319587629,WIN,earnings_flat_favorable,12.0,1.487797694114538
bf,breakout,OLN,2021-11-02,463,464,0,55.6416,1.9549758868273075,53.31750368550368,BE,ratchet_hit,12.0,0.0
bf,breakout,CPF,2021-03-30,312,313,0,21.3943,0.6572425440771956,21.129677848575714,LOSS,stop_hit,1.0,-0.4026248054222226
bf,breakout,ANF,2021-04-06,316,317,0,37.71,1.829221428571428,36.385,LOSS,stop_hit,1.0,-0.7243518905389117
bf,breakout,ANF,2021-04-14,322,323,0,39.83,1.6224142857142847,39.2,LOSS,stop_hit,2.0,-0.3883101902807959
bf,breakout,ANF,2023-11-01,965,966,1,63.31,2.235807142857142,62.23,WIN,earnings_flat_favorable,12.0,4.016446601259376
bf,breakout,GAP,2021-04-05,315,316,0,25.3918,1.1160613620051627,24.698395838751626,WIN,exit_fired,35.0,1.4052990752964938
bf,breakout,PAG,2021-04-06,316,317,0,71.7932,2.5726160421862474,71.22418887925697,LOSS,stop_hit,1.0,-0.22117996289079875
bf,breakout,ABG,2021-04-12,320,321,0,198.77,7.094285714285716,195.72,WIN,earnings_flat_favorable,9.0,1.292589609343534
bf,breakout,FCX,2021-04-28,332,333,0,35.9324,1.6219455371834142,35.224419431250006,LOSS,stop_hit,1.0,-0.4365008272592418
bf,breakout,DXC,2021-05-06,338,339,0,34.5,0.9642857142857151,33.33,LOSS,stop_hit,2.0,-1.213333333333334
bf,breakout,WCC,2021-05-26,352,353,0,103.4623,3.2137478017002326,103.30705318390697,LOSS,stop_hit,1.0,-0.04830709367141153
bf,breakout,NVRI,2021-05-27,353,354,0,22.42,0.7417857142857139,22.25,LOSS,stop_hit,3.0,-0.22917669715936687
bf,breakout,GOLF,2021-05-28,354,355,0,49.8689,1.1744298840118315,49.440840772532184,LOSS,stop_hit,2.0,-0.36448257430709285
bf,breakout,GTX,2021-06-16,366,367,0,7.8086,0.30269278899028546,7.8086,LOSS,stop_hit,1.0,0.0
bf,breakout,ASO,2021-06-21,179,180,0,39.2237,1.690701051946839,38.63462010268407,LOSS,stop_hit,9.0,-0.34842345229371513
bf,breakout,SHOP,2021-07-13,384,385,0,146.3,5.29885,145.9,LOSS,stop_hit,1.0,-0.07548807760174485
bf,breakout,CROX,2021-08-03,399,400,0,140.43,5.305764285714288,136.0,LOSS,stop_hit,11.0,-0.8349409739003546
bf,breakout,CLDX,2021-08-04,400,401,0,47.7,2.359999999999999,44.18,LOSS,stop_hit,1.0,-1.4915254237288156
bf,breakout,SKIN,2021-08-24,187,188,0,23.01,1.1715214285714286,22.66,WIN,earnings_flat_favorable,52.0,4.805716620024022
bf,breakout,U,2021-08-23,233,234,0,125.11,5.516285714285716,124.242,LOSS,stop_hit,1.0,-0.15735225565856847
bf,breakout,U,2025-07-14,1208,1209,0,29.69,1.3366428571428575,29.12,WIN,exit_fired,5.0,3.3965692299470915
bf,breakout,U,2025-08-28,1241,1242,0,39.41,2.0466357142857134,38.77,LOSS,stop_hit,1.0,-0.31270831224762285
bf,breakout,UPST,2021-08-23,171,172,1,219.45,15.142000000000005,204.2,WIN,exit_fired,39.0,9.749702813366792
bf,breakout,UPST,2024-10-30,973,974,0,48.68,3.647928571428572,48.65,LOSS,stop_hit,1.0,-0.00822384523506522
bf,breakout,GDYN,2021-08-25,415,416,0,24.9,1.3042857142857138,24.22,WIN,exit_fired,22.0,3.7185104052573954
bf,breakout,GDYN,2021-09-15,429,430,0,30.79,1.4985714285714287,29.93,LOSS,stop_hit,1.0,-0.573879885605338
bf,breakout,CIO,2021-09-16,430,431,0,12.4137,0.3418143662933058,12.398877671641792,LOSS,stop_hit,1.0,-0.043363678709425334
bf,breakout,LEU,2021-10-07,445,446,0,38.87,2.7050000000000005,38.2,LOSS,stop_hit,1.0,-0.24768946395563565
bf,breakout,HRI,2021-10-11,447,448,0,163.1544,7.0335893107193925,158.54212582913894,WIN,earnings_flat_favorable,6.0,1.3552682107089113
bf,breakout,OXY-WT,2021-10-22,294,295,0,16.03,0.8831714285714283,15.49,LOSS,stop_hit,2.0,-0.6114328232667995
bf,breakout,OXY-WT,2021-11-01,300,301,0,15.56,0.776035714285714,15.53,LOSS,stop_hit,1.0,-0.038658014634821304
bf,breakout,MUR,2021-10-22,456,457,0,25.0051,0.9989742107907666,24.772293896551727,LOSS,stop_hit,1.0,-0.23304515865728695
bf,breakout,LC,2021-10-26,458,459,0,31.62,1.8645714285714274,31.28,WIN,exit_fired,14.0,5.9262948207171355
bf,breakout,LC,2024-11-05,1219,1220,0,15.43,0.7303571428571429,14.859,LOSS,stop_hit,1.0,-0.7818092909535448
bf,breakout,LC,2024-11-20,1230,1231,0,15.9,0.6350714285714287,15.001,BE,ratchet_hit,11.0,0.0
bf,breakout,MARA,2021-10-29,461,462,0,55.51,3.935714285714287,52.29,WIN,exit_fired,6.0,5.229038112522686
bf,breakout,SOFI,2021-10-28,230,231,0,20.09,1.027857142857142,19.69,WIN,earnings_flat_favorable,7.0,1.99444058373871
bf,breakout,LAR,2021-11-17,474,475,0,13.3615,0.9538212508463142,12.983078487496233,WIN,exit_fired,7.0,2.583083568135959
bf,breakout,EXTR,2021-12-02,484,485,0,13.21,0.654064285714286,13.1,LOSS,stop_hit,1.0,-0.16817918727953962
bf,breakout,EXTR,2021-12-06,486,487,0,14.01,0.6345642857142859,13.68,LOSS,stop_hit,1.0,-0.5200418735015027
bf,breakout,UAN,2022-03-16,555,556,1,60.9084,3.674719485340975,57.55040336576387,WIN,exit_fired,22.0,8.750191716202904
