setup,direction,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,rightmost_date,rightmost_close,adr14,bar_f1_max,bar_f2_max,had_earnings,race_bars,max_fav_adr,max_adv_adr,bars_to_fav,bars_to_adv,rule_pass,t1,t2
bf,long,CDXS,251,251,1,0,2020-12-30,22.69,1.0689785714285718,,56.21875,1,39,6.426695710858826,1.9925563121003378,27,4,0,1.27802734375,54.36875
bf,long,CDXS,416,416,1,0,2021-08-26,25.34,1.1355214285714286,,19.28125,1,48,8.824139948293107,2.4129883690941214,46,23,0,1.27802734375,54.36875
bf,long,BLDP,252,252,1,0,2020-12-31,23.4,1.267107142857142,,68.875,1,45,14.900081738493204,2.485977620564278,26,43,0,1.27802734375,54.36875
bf,long,BLDP,254,254,1,1,2021-01-05,23.08,1.3119928571428565,,54.4375,1,43,14.634226013861147,2.157023938501407,24,41,0,1.27802734375,54.36875
bf,long,BLDP,1452,1452,1,0,2025-10-13,3.49,0.2506428571428572,0.1622314453125,40.8125,1,22,2.4337418067825562,1.396409233399829,2,7,0,1.27802734375,54.36875
bf,long,IZEA,252,252,1,0,2020-12-31,7.28,0.9571714285714287,,117.0625,1,59,23.527655890868925,0.5014775678337964,15,2,0,1.27802734375,54.36875
bf,long,IZEA,254,254,1,0,2021-01-05,7.32,0.9630857142857143,,73.5625,1,57,23.341639966773467,0.5399311736086394,13,1,0,1.27802734375,54.36875
bf,long,IZEA,256,256,1,1,2021-01-07,7.28,0.9879428571428569,,73.5625,1,55,22.79484065012436,0.0,11,1,0,1.27802734375,54.36875
bf,long,WOLF,252,252,1,0,2020-12-31,105.8976,4.614065435517442,,57.125,1,16,4.47709978371316,0.195067396040981,9,2,0,1.27802734375,54.36875
bf,long,EH,253,253,1,1,2021-01-04,21.24,2.7346428571428567,,127.6875,0,60,39.69805406817293,0.08044926211309872,28,1,0,1.27802734375,54.36875
bf,long,ENPH,253,253,1,0,2021-01-04,172.24,10.625000000000004,,64.125,1,24,4.723764705882351,-0.123294117647059,3,1,0,1.27802734375,54.36875
bf,long,SDGR,229,230,2,0,2021-01-05,82.66,4.016714285714285,,46.78125,1,39,8.549276238574532,1.030693174947541,32,1,0,1.27802734375,54.36875
bf,long,BLNK,255,255,1,0,2021-01-06,41.37,6.1637,,31.90625,1,53,3.7526161234323543,2.6558722845044365,14,40,0,1.27802734375,54.36875
bf,long,LMND,129,129,1,0,2021-01-06,119.34,11.022857142857147,,45.125,1,35,6.256091238983928,0.5252721617418356,4,32,0,1.27802734375,54.36875
bf,long,CSIQ,259,259,1,0,2021-01-12,55.98,3.508621428571428,,19.53125,1,44,3.2519894871205026,5.532087287029705,8,36,0,1.27802734375,54.36875
bf,long,CSIQ,261,261,1,0,2021-01-14,55.62,3.3150428571428563,,19.53125,1,42,3.5504820019564516,5.74653204224897,6,34,0,1.27802734375,54.36875
bf,long,IMMR,259,259,1,0,2021-01-12,11.0108,0.9459742632519849,,37.46875,1,34,4.288328123550888,2.2111905635653857,20,31,0,1.27802734375,54.36875
bf,long,FFBC,260,261,2,0,2021-01-14,16.5515,0.5446948473524066,,43.84375,1,8,0.7236932999561361,2.107597038167065,5,8,0,1.27802734375,54.36875
