setup,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,outcome,reason,bars_to_outcome,profit_adr,ref_price,ref_idx,adr,had_earnings,entry_idx,rule_pass
bf,NIU,275,275,1,0,BE,no_breakout_within_fw,0,0.0,49.7,275,3.794992857142858,0,,0
bf,OMER,272,272,1,0,WIN,exit_fired,14,1.3030255361543683,20.73,272,1.089771428571429,1,273.0,0
bf,PHR,272,272,1,0,WIN,exit_fired,10,2.8414449136905953,67.075,272,2.961521428571429,1,273.0,0
bf,EOLS,273,274,2,0,LOSS,stop_hit,2,-1.0,7.23,274,0.8867999999999999,1,277.0,0
bf,FROG,864,864,1,0,LOSS,stop_hit,1,-1.0,44.4,864,2.3535,1,867.0,0
bf,MSTR,1042,1042,1,1,BE,breakout_too_far,0,0.0,70.42848975496192,1042,4.503834145260663,0,,1
bf,TSM,1043,1043,1,0,WIN,exit_fired,2,1.0498718963230018,127.9133887706675,1043,3.472339094036409,1,1047.0,0
bf,BLOK,1047,1047,1,0,LOSS,stop_hit,1,-1.0,32.2059,1047,1.180763121825747,0,1048.0,0
bf,ACMR,1054,1054,1,0,BE,no_breakout_within_fw,0,0.0,29.71,1054,2.3799857142857133,0,,0
bf,BCYC,1054,1054,1,0,LOSS,stop_hit,1,-1.0,25.08,1054,1.5350999999999997,1,1055.0,0
bf,STRL,1060,1060,1,0,LOSS,stop_hit,4,-1.0,110.3499,1060,4.307992857142857,1,1062.0,0
bf,DELL,1062,1062,1,0,LOSS,stop_hit,1,-1.0,110.07473307198859,1062,4.176567818173736,1,1064.0,0
bf,PSTG,1062,1062,1,0,LOSS,stop_hit,1,-1.0,52.59,1062,2.0476,1,1063.0,0
bf,DFTX,1067,1067,1,0,LOSS,stop_hit,1,-1.0,9.59,1067,1.0100714285714283,1,1068.0,0
bf,CEG,556,556,1,0,BE,no_breakout_within_fw,0,0.0,195.30554607771643,556,7.488986222369903,0,,0
bf,IAG,1079,1079,1,0,BE,no_breakout_within_fw,0,0.0,3.73,1079,0.18484285714285717,0,,0
bf,GGAL,1081,1081,1,0,BE,breakout_too_far,0,0.0,26.03815931131412,1081,1.2523039213194227,0,,0
bf,SMTC,1082,1083,2,0,WIN,exit_fired,27,1.6505285260922493,33.9214,1083,2.09545,1,1085.0,1
bf,IREN,636,636,1,1,WIN,exit_fired,11,8.670912078882495,7.92,636,0.6954285714285716,1,637.0,0
bf,IREN,898,900,3,1,WIN,exit_fired,19,11.636402939904878,10.9,900,0.6608571428571433,1,901.0,1
bf,WRBY,671,671,1,0,BE,no_breakout_within_fw,0,0.0,17.95,671,0.6064285714285715,0,,0
bf,ASTS,1063,1063,1,0,LOSS,stop_hit,1,-1.0,9.6,1063,1.2227285714285716,1,1067.0,1
bf,NATL,163,163,1,0,LOSS,stop_hit,5,-1.0,27.36,163,0.9146428571428569,1,168.0,0
bf,NATL,464,464,1,0,LOSS,stop_hit,1,-1.0,39.558,464,1.652142857142857,1,467.0,0
bf,AD,1122,1122,1,0,LOSS,stop_hit,1,-1.0,31.59023931591806,1122,1.9728402818126036,1,1127.0,0
bf,AAPB,471,471,1,0,LOSS,stop_hit,2,-1.0,24.516329844186973,471,1.2465745165420619,0,472.0,0
bf,AAPU,471,471,1,0,LOSS,stop_hit,2,-1.0,26.239280460485375,471,1.36311290139402,0,472.0,0
bf,RNA,1014,1015,2,0,LOSS,stop_hit,1,-1.0,40.84,1015,2.393557142857144,1,1017.0,0
bf,NRIX,993,993,1,0,LOSS,stop_hit,1,-1.0,20.61,993,1.6609285714285722,1,994.0,0
